strike;date_expiration;bid;ask;volume;open_interest;spot;date_obs;;;;;;;;;;;;;;
152.5;28/03/2025;71.10;71.60;-;6;223.75;26/03/2025;;;;;;;;;;;;;;
155;28/03/2025;68.60;69.10;6;15;223.75;26/03/2025;;;;;;;;;;;;;;
157.5;28/03/2025;66.15;66.60;3;37;223.75;26/03/2025;;;;;;;;;;;;;;
160;28/03/2025;63.65;64.10;3;86;223.75;26/03/2025;;;;;;;;;;;;;;
162.5;28/03/2025;61.15;61.60;8;13;223.75;26/03/2025;;;;;;;;;;;;;;
165;28/03/2025;58.65;59.10;14;26;223.75;26/03/2025;;;;;;;;;;;;;;
167.5;28/03/2025;56.15;57.25;10;25;223.75;26/03/2025;;;;;;;;;;;;;;
170;28/03/2025;53.65;54.00;5;68;223.75;26/03/2025;;;;;;;;;;;;;;
172.5;28/03/2025;51.15;51.50;32;21;223.75;26/03/2025;;;;;;;;;;;;;;
175;28/03/2025;48.70;49.10;10;21;223.75;26/03/2025;;;;;;;;;;;;;;
177.5;28/03/2025;46.15;46.50;6;28;223.75;26/03/2025;;;;;;;;;;;;;;
180;28/03/2025;43.65;44.10;18;90;223.75;26/03/2025;;;;;;;;;;;;;;
182.5;28/03/2025;41.15;41.50;13;14;223.75;26/03/2025;;;;;;;;;;;;;;
185;28/03/2025;38.70;39.10;14;94;223.75;26/03/2025;;;;;;;;;;;;;;
187.5;28/03/2025;36.15;36.60;6;40;223.75;26/03/2025;;;;;;;;;;;;;;
190;28/03/2025;33.65;34.10;3;162;223.75;26/03/2025;;;;;;;;;;;;;;
192.5;28/03/2025;31.15;31.60;4;130;223.75;26/03/2025;;;;;;;;;;;;;;
195;28/03/2025;28.65;29.15;18;348;223.75;26/03/2025;;;;;;;;;;;;;;
197.5;28/03/2025;26.15;26.65;19;139;223.75;26/03/2025;;;;;;;;;;;;;;
200;28/03/2025;23.75;24.05;92;1,454;223.75;26/03/2025;;;;;;;;;;;;;;
202.5;28/03/2025;21.25;21.60;19;277;223.75;26/03/2025;;;;;;;;;;;;;;
205;28/03/2025;18.80;19.05;26;1,477;223.75;26/03/2025;;;;;;;;;;;;;;
207.5;28/03/2025;16.30;16.60;30;1,083;223.75;26/03/2025;;;;;;;;;;;;;;
210;28/03/2025;13.85;14.10;1,83;2,565;223.75;26/03/2025;;;;;;;;;;;;;;
212.5;28/03/2025;11.40;11.65;1,807;3,983;223.75;26/03/2025;;;;;;;;;;;;;;
215;28/03/2025;9.00;9.25;1,701;7,07;223.75;26/03/2025;;;;;;;;;;;;;;
217.5;28/03/2025;6.75;6.90;8,078;10,374;223.75;26/03/2025;;;;;;;;;;;;;;
220;28/03/2025;4.65;4.75;21,063;21,706;223.75;26/03/2025;;;;;;;;;;;;;;
222.5;28/03/2025;2.90;2.95;48,197;12,097;223.75;26/03/2025;;;;;;;;;;;;;;
225;28/03/2025;1.58;1.60;77,815;31,936;223.75;26/03/2025;;;;;;;;;;;;;;
227.5;28/03/2025;0.74;0.76;33,852;12,136;223.75;26/03/2025;;;;;;;;;;;;;;
230;28/03/2025;0.31;0.32;21,042;14,639;223.75;26/03/2025;;;;;;;;;;;;;;
232.5;28/03/2025;0.11;0.12;11,774;13,424;223.75;26/03/2025;;;;;;;;;;;;;;
235;28/03/2025;0.04;0.05;3,409;9,272;223.75;26/03/2025;;;;;;;;;;;;;;
237.5;28/03/2025;0.02;0.03;1,885;6,455;223.75;26/03/2025;;;;;;;;;;;;;;
240;28/03/2025;0.01;0.02;3,155;5,18;223.75;26/03/2025;;;;;;;;;;;;;;
242.5;28/03/2025;0.00;0.01;44;1,776;223.75;26/03/2025;;;;;;;;;;;;;;
245;28/03/2025;0.00;0.01;1,235;6,344;223.75;26/03/2025;;;;;;;;;;;;;;
247.5;28/03/2025;0.00;0.01;47;1,62;223.75;26/03/2025;;;;;;;;;;;;;;
250;28/03/2025;0.00;0.01;35;7,305;223.75;26/03/2025;;;;;;;;;;;;;;
252.5;28/03/2025;0.00;0.01;8;366;223.75;26/03/2025;;;;;;;;;;;;;;
255;28/03/2025;0.00;0.01;81;6,497;223.75;26/03/2025;;;;;;;;;;;;;;
257.5;28/03/2025;0.00;0.01;1;374;223.75;26/03/2025;;;;;;;;;;;;;;
260;28/03/2025;0.00;0.01;5;15,116;223.75;26/03/2025;;;;;;;;;;;;;;
262.5;28/03/2025;0.00;0.01;1;52;223.75;26/03/2025;;;;;;;;;;;;;;
265;28/03/2025;0.00;0.01;13;5,311;223.75;26/03/2025;;;;;;;;;;;;;;
270;28/03/2025;0.00;0.01;1;2,405;223.75;26/03/2025;;;;;;;;;;;;;;
275;28/03/2025;0.00;0.01;1;651;223.75;26/03/2025;;;;;;;;;;;;;;
280;28/03/2025;0.00;0.01;4;1,203;223.75;26/03/2025;;;;;;;;;;;;;;
285;28/03/2025;0.00;0.01;2;300;223.75;26/03/2025;;;;;;;;;;;;;;
290;28/03/2025;0.00;0.01;7;340;223.75;26/03/2025;;;;;;;;;;;;;;
295;28/03/2025;0.00;0.01;1;79;223.75;26/03/2025;;;;;;;;;;;;;;
300;28/03/2025;0.00;0.01;1;91;223.75;26/03/2025;;;;;;;;;;;;;;
305;28/03/2025;0.00;0.01;22;42;223.75;26/03/2025;;;;;;;;;;;;;;
310;28/03/2025;0.00;0.01;5;701;223.75;26/03/2025;;;;;;;;;;;;;;
315;28/03/2025;0.00;0.01;1;248;223.75;26/03/2025;;;;;;;;;;;;;;
320;28/03/2025;0.00;0.01;3;6;223.75;26/03/2025;;;;;;;;;;;;;;
325;28/03/2025;0.00;0.01;100;213;223.75;26/03/2025;;;;;;;;;;;;;;
330;28/03/2025;0.00;0.01;1;223;223.75;26/03/2025;;;;;;;;;;;;;;
100;04/04/2025;122.90;124.95;1;2;223.75;26/03/2025;;;;;;;;;;;;;;
110;04/04/2025;112.90;114.95;2;34;223.75;26/03/2025;;;;;;;;;;;;;;
120;04/04/2025;102.90;105.00;1;13;223.75;26/03/2025;;;;;;;;;;;;;;
130;04/04/2025;93.70;94.85;4;8;223.75;26/03/2025;;;;;;;;;;;;;;
140;04/04/2025;83.75;84.25;1;11;223.75;26/03/2025;;;;;;;;;;;;;;
145;04/04/2025;78.75;79.25;4;25;223.75;26/03/2025;;;;;;;;;;;;;;
150;04/04/2025;73.75;74.75;48;609;223.75;26/03/2025;;;;;;;;;;;;;;
155;04/04/2025;68.75;69.15;4;1,069;223.75;26/03/2025;;;;;;;;;;;;;;
160;04/04/2025;63.75;64.30;4;17;223.75;26/03/2025;;;;;;;;;;;;;;
165;04/04/2025;58.75;59.30;4;32;223.75;26/03/2025;;;;;;;;;;;;;;
170;04/04/2025;53.80;54.30;4;54;223.75;26/03/2025;;;;;;;;;;;;;;
175;04/04/2025;48.80;50.05;9;38;223.75;26/03/2025;;;;;;;;;;;;;;
180;04/04/2025;43.85;44.35;18;161;223.75;26/03/2025;;;;;;;;;;;;;;
185;04/04/2025;38.85;40.10;6;85;223.75;26/03/2025;;;;;;;;;;;;;;
190;04/04/2025;33.90;34.30;24;137;223.75;26/03/2025;;;;;;;;;;;;;;
192.5;04/04/2025;31.50;32.65;43;71;223.75;26/03/2025;;;;;;;;;;;;;;
195;04/04/2025;29.00;29.35;10;318;223.75;26/03/2025;;;;;;;;;;;;;;
197.5;04/04/2025;26.50;27.00;7;36;223.75;26/03/2025;;;;;;;;;;;;;;
200;04/04/2025;24.00;24.55;36;492;223.75;26/03/2025;;;;;;;;;;;;;;
202.5;04/04/2025;21.70;21.90;52;256;223.75;26/03/2025;;;;;;;;;;;;;;
205;04/04/2025;19.25;19.50;37;245;223.75;26/03/2025;;;;;;;;;;;;;;
207.5;04/04/2025;16.85;17.15;40;345;223.75;26/03/2025;;;;;;;;;;;;;;
210;04/04/2025;14.50;14.75;104;1,023;223.75;26/03/2025;;;;;;;;;;;;;;
212.5;04/04/2025;12.25;12.45;68;862;223.75;26/03/2025;;;;;;;;;;;;;;
215;04/04/2025;10.10;10.25;548;3,786;223.75;26/03/2025;;;;;;;;;;;;;;
217.5;04/04/2025;8.10;8.20;1,091;1,217;223.75;26/03/2025;;;;;;;;;;;;;;
220;04/04/2025;6.20;6.35;4,859;7,274;223.75;26/03/2025;;;;;;;;;;;;;;
222.5;04/04/2025;4.60;4.70;5,527;4,436;223.75;26/03/2025;;;;;;;;;;;;;;
225;04/04/2025;3.25;3.30;8,05;7,244;223.75;26/03/2025;;;;;;;;;;;;;;
227.5;04/04/2025;2.16;2.20;4,803;1,429;223.75;26/03/2025;;;;;;;;;;;;;;
230;04/04/2025;1.35;1.38;9,284;6,461;223.75;26/03/2025;;;;;;;;;;;;;;
232.5;04/04/2025;0.80;0.83;3,603;2,043;223.75;26/03/2025;;;;;;;;;;;;;;
235;04/04/2025;0.46;0.48;2,186;4,268;223.75;26/03/2025;;;;;;;;;;;;;;
237.5;04/04/2025;0.26;0.28;495;2,877;223.75;26/03/2025;;;;;;;;;;;;;;
240;04/04/2025;0.15;0.16;1,248;7,71;223.75;26/03/2025;;;;;;;;;;;;;;
245;04/04/2025;0.06;0.07;352;2,665;223.75;26/03/2025;;;;;;;;;;;;;;
250;04/04/2025;0.03;0.04;163;3,186;223.75;26/03/2025;;;;;;;;;;;;;;
255;04/04/2025;0.01;0.03;191;1,805;223.75;26/03/2025;;;;;;;;;;;;;;
260;04/04/2025;0.01;0.02;67;3,458;223.75;26/03/2025;;;;;;;;;;;;;;
265;04/04/2025;0.00;0.01;21;1,38;223.75;26/03/2025;;;;;;;;;;;;;;
270;04/04/2025;0.00;0.02;100;5,838;223.75;26/03/2025;;;;;;;;;;;;;;
275;04/04/2025;0.00;0.01;1;979;223.75;26/03/2025;;;;;;;;;;;;;;
280;04/04/2025;0.00;0.01;6;237;223.75;26/03/2025;;;;;;;;;;;;;;
285;04/04/2025;0.00;0.01;2;214;223.75;26/03/2025;;;;;;;;;;;;;;
290;04/04/2025;0.00;0.01;2;787;223.75;26/03/2025;;;;;;;;;;;;;;
295;04/04/2025;0.00;0.01;1;142;223.75;26/03/2025;;;;;;;;;;;;;;
300;04/04/2025;0.00;0.01;16;92;223.75;26/03/2025;;;;;;;;;;;;;;
305;04/04/2025;0.00;0.01;2;23;223.75;26/03/2025;;;;;;;;;;;;;;
310;04/04/2025;0.00;0.01;4;5;223.75;26/03/2025;;;;;;;;;;;;;;
315;04/04/2025;0.00;0.01;1;17;223.75;26/03/2025;;;;;;;;;;;;;;
320;04/04/2025;0.00;0.01;1;1;223.75;26/03/2025;;;;;;;;;;;;;;
325;04/04/2025;0.00;0.01;1;11;223.75;26/03/2025;;;;;;;;;;;;;;
330;04/04/2025;0.00;0.01;6;13;223.75;26/03/2025;;;;;;;;;;;;;;
100;25/04/2025;123.70;124.70;5;17;223.75;26/03/2025;;;;;;;;;;;;;;
120;25/04/2025;103.95;105.50;1;24;223.75;26/03/2025;;;;;;;;;;;;;;
130;25/04/2025;93.05;94.95;42;42;223.75;26/03/2025;;;;;;;;;;;;;;
140;25/04/2025;83.95;84.85;26;7;223.75;26/03/2025;;;;;;;;;;;;;;
145;25/04/2025;78.15;80.05;1;10;223.75;26/03/2025;;;;;;;;;;;;;;
150;25/04/2025;74.15;75.10;1;1;223.75;26/03/2025;;;;;;;;;;;;;;
160;25/04/2025;64.25;65.15;6;9;223.75;26/03/2025;;;;;;;;;;;;;;
165;25/04/2025;59.25;59.85;2;8,527;223.75;26/03/2025;;;;;;;;;;;;;;
170;25/04/2025;54.35;56.50;5;7;223.75;26/03/2025;;;;;;;;;;;;;;
175;25/04/2025;49.35;50.30;3;23;223.75;26/03/2025;;;;;;;;;;;;;;
180;25/04/2025;44.20;45.40;13;11;223.75;26/03/2025;;;;;;;;;;;;;;
185;25/04/2025;39.30;40.20;3;37;223.75;26/03/2025;;;;;;;;;;;;;;
190;25/04/2025;34.60;35.35;6;2,087;223.75;26/03/2025;;;;;;;;;;;;;;
195;25/04/2025;29.80;30.80;7;49;223.75;26/03/2025;;;;;;;;;;;;;;
200;25/04/2025;25.20;26.00;3;71;223.75;26/03/2025;;;;;;;;;;;;;;
205;25/04/2025;20.65;20.90;1;97;223.75;26/03/2025;;;;;;;;;;;;;;
210;25/04/2025;16.25;16.50;56;382;223.75;26/03/2025;;;;;;;;;;;;;;
215;25/04/2025;12.25;12.45;204;723;223.75;26/03/2025;;;;;;;;;;;;;;
220;25/04/2025;8.75;8.90;577;1,109;223.75;26/03/2025;;;;;;;;;;;;;;
225;25/04/2025;5.75;5.90;1,037;10,22;223.75;26/03/2025;;;;;;;;;;;;;;
230;25/04/2025;3.45;3.60;913;3,41;223.75;26/03/2025;;;;;;;;;;;;;;
235;25/04/2025;1.89;1.97;3,122;3,448;223.75;26/03/2025;;;;;;;;;;;;;;
240;25/04/2025;0.95;1.00;1,391;1,602;223.75;26/03/2025;;;;;;;;;;;;;;
245;25/04/2025;0.47;0.52;1,24;1,232;223.75;26/03/2025;;;;;;;;;;;;;;
250;25/04/2025;0.24;0.27;450;1,54;223.75;26/03/2025;;;;;;;;;;;;;;
255;25/04/2025;0.13;0.16;72;678;223.75;26/03/2025;;;;;;;;;;;;;;
260;25/04/2025;0.07;0.09;145;1,071;223.75;26/03/2025;;;;;;;;;;;;;;
265;25/04/2025;0.05;0.06;2;166;223.75;26/03/2025;;;;;;;;;;;;;;
270;25/04/2025;0.03;0.06;15;160;223.75;26/03/2025;;;;;;;;;;;;;;
275;25/04/2025;0.03;0.05;300;87;223.75;26/03/2025;;;;;;;;;;;;;;
280;25/04/2025;0.02;0.03;22;75;223.75;26/03/2025;;;;;;;;;;;;;;
285;25/04/2025;0.02;0.04;-;16;223.75;26/03/2025;;;;;;;;;;;;;;
290;25/04/2025;0.02;0.04;7;25;223.75;26/03/2025;;;;;;;;;;;;;;
295;25/04/2025;0.00;0.02;-;2,868;223.75;26/03/2025;;;;;;;;;;;;;;
300;25/04/2025;0.01;0.03;110;120;223.75;26/03/2025;;;;;;;;;;;;;;
305;25/04/2025;0.00;0.03;16;26;223.75;26/03/2025;;;;;;;;;;;;;;
330;25/04/2025;0.00;0.01;-;22;223.75;26/03/2025;;;;;;;;;;;;;;
100;16/05/2025;124.15;124.75;20;175;223.75;26/03/2025;;;;;;;;;;;;;;
105;16/05/2025;134.65;135.30;3;1;223.75;26/03/2025;;;;;;;;;;;;;;
110;16/05/2025;114.25;114.80;6;5;223.75;26/03/2025;;;;;;;;;;;;;;
115;16/05/2025;109.35;109.85;37;37;223.75;26/03/2025;;;;;;;;;;;;;;
120;16/05/2025;104.30;104.75;41;54;223.75;26/03/2025;;;;;;;;;;;;;;
125;16/05/2025;99.35;99.95;15;18;223.75;26/03/2025;;;;;;;;;;;;;;
130;16/05/2025;94.45;94.95;15;16;223.75;26/03/2025;;;;;;;;;;;;;;
135;16/05/2025;89.45;89.90;5;72;223.75;26/03/2025;;;;;;;;;;;;;;
140;16/05/2025;84.55;85.05;4;216;223.75;26/03/2025;;;;;;;;;;;;;;
145;16/05/2025;79.55;80.00;2;158;223.75;26/03/2025;;;;;;;;;;;;;;
150;16/05/2025;74.65;75.05;1;109;223.75;26/03/2025;;;;;;;;;;;;;;
155;16/05/2025;69.65;70.15;2;13;223.75;26/03/2025;;;;;;;;;;;;;;
160;16/05/2025;64.80;65.35;46;29;223.75;26/03/2025;;;;;;;;;;;;;;
165;16/05/2025;59.85;60.30;10;273;223.75;26/03/2025;;;;;;;;;;;;;;
170;16/05/2025;55.00;55.40;11;258;223.75;26/03/2025;;;;;;;;;;;;;;
175;16/05/2025;50.15;50.75;21;364;223.75;26/03/2025;;;;;;;;;;;;;;
180;16/05/2025;45.35;45.90;10;289;223.75;26/03/2025;;;;;;;;;;;;;;
185;16/05/2025;40.65;40.95;4;210;223.75;26/03/2025;;;;;;;;;;;;;;
190;16/05/2025;36.00;36.25;13;295;223.75;26/03/2025;;;;;;;;;;;;;;
195;16/05/2025;31.45;31.60;50;3,501;223.75;26/03/2025;;;;;;;;;;;;;;
200;16/05/2025;27.00;27.20;178;1,132;223.75;26/03/2025;;;;;;;;;;;;;;
205;16/05/2025;22.70;22.95;80;776;223.75;26/03/2025;;;;;;;;;;;;;;
210;16/05/2025;18.75;18.90;105;1,248;223.75;26/03/2025;;;;;;;;;;;;;;
215;16/05/2025;15.10;15.25;205;2,588;223.75;26/03/2025;;;;;;;;;;;;;;
220;16/05/2025;11.75;11.85;1,353;6,068;223.75;26/03/2025;;;;;;;;;;;;;;
225;16/05/2025;8.85;8.95;2,616;5,236;223.75;26/03/2025;;;;;;;;;;;;;;
230;16/05/2025;6.40;6.50;4,018;8,516;223.75;26/03/2025;;;;;;;;;;;;;;
235;16/05/2025;4.40;4.50;1,55;8,469;223.75;26/03/2025;;;;;;;;;;;;;;
240;16/05/2025;2.93;2.99;2,539;8,789;223.75;26/03/2025;;;;;;;;;;;;;;
245;16/05/2025;1.89;1.94;1,018;8,463;223.75;26/03/2025;;;;;;;;;;;;;;
250;16/05/2025;1.20;1.23;1,433;12,954;223.75;26/03/2025;;;;;;;;;;;;;;
255;16/05/2025;0.77;0.79;348;21,447;223.75;26/03/2025;;;;;;;;;;;;;;
260;16/05/2025;0.50;0.52;1,416;13,502;223.75;26/03/2025;;;;;;;;;;;;;;
265;16/05/2025;0.33;0.35;324;10,7;223.75;26/03/2025;;;;;;;;;;;;;;
270;16/05/2025;0.23;0.24;79;7,887;223.75;26/03/2025;;;;;;;;;;;;;;
275;16/05/2025;0.16;0.17;24;10,642;223.75;26/03/2025;;;;;;;;;;;;;;
280;16/05/2025;0.12;0.14;592;13,767;223.75;26/03/2025;;;;;;;;;;;;;;
285;16/05/2025;0.09;0.10;23;1,891;223.75;26/03/2025;;;;;;;;;;;;;;
290;16/05/2025;0.07;0.08;51;989;223.75;26/03/2025;;;;;;;;;;;;;;
295;16/05/2025;0.05;0.08;2;667;223.75;26/03/2025;;;;;;;;;;;;;;
300;16/05/2025;0.05;0.06;20;1,602;223.75;26/03/2025;;;;;;;;;;;;;;
305;16/05/2025;0.04;0.05;8;183;223.75;26/03/2025;;;;;;;;;;;;;;
310;16/05/2025;0.03;0.05;15;212;223.75;26/03/2025;;;;;;;;;;;;;;
315;16/05/2025;0.02;0.03;2;265;223.75;26/03/2025;;;;;;;;;;;;;;
320;16/05/2025;0.02;0.03;74;2,122;223.75;26/03/2025;;;;;;;;;;;;;;
5;20/06/2025;218.15;219.20;6;753;223.75;26/03/2025;;;;;;;;;;;;;;
10;20/06/2025;213.15;214.45;1;369;223.75;26/03/2025;;;;;;;;;;;;;;
15;20/06/2025;207.80;209.25;1;0;223.75;26/03/2025;;;;;;;;;;;;;;
20;20/06/2025;202.90;204.30;1;8;223.75;26/03/2025;;;;;;;;;;;;;;
25;20/06/2025;197.85;200.00;1;3;223.75;26/03/2025;;;;;;;;;;;;;;
30;20/06/2025;192.95;194.35;1;2;223.75;26/03/2025;;;;;;;;;;;;;;
35;20/06/2025;199.35;200.20;1;1;223.75;26/03/2025;;;;;;;;;;;;;;
40;20/06/2025;183.00;184.45;1;8;223.75;26/03/2025;;;;;;;;;;;;;;
45;20/06/2025;178.05;179.50;1;3;223.75;26/03/2025;;;;;;;;;;;;;;
50;20/06/2025;173.70;174.55;1;1,251;223.75;26/03/2025;;;;;;;;;;;;;;
55;20/06/2025;168.45;169.60;1;365;223.75;26/03/2025;;;;;;;;;;;;;;
60;20/06/2025;163.45;164.85;1;326;223.75;26/03/2025;;;;;;;;;;;;;;
65;20/06/2025;158.25;159.70;1;267;223.75;26/03/2025;;;;;;;;;;;;;;
70;20/06/2025;153.70;154.80;5;466;223.75;26/03/2025;;;;;;;;;;;;;;
75;20/06/2025;148.40;149.85;1;295;223.75;26/03/2025;;;;;;;;;;;;;;
80;20/06/2025;143.80;145.10;3;309;223.75;26/03/2025;;;;;;;;;;;;;;
85;20/06/2025;139.10;139.85;20;725;223.75;26/03/2025;;;;;;;;;;;;;;
90;20/06/2025;134.35;134.95;40;487;223.75;26/03/2025;;;;;;;;;;;;;;
95;20/06/2025;129.45;130.00;1;3,699;223.75;26/03/2025;;;;;;;;;;;;;;
100;20/06/2025;124.50;125.10;3;324;223.75;26/03/2025;;;;;;;;;;;;;;
105;20/06/2025;119.60;120.15;1;194;223.75;26/03/2025;;;;;;;;;;;;;;
110;20/06/2025;114.70;115.25;5;477;223.75;26/03/2025;;;;;;;;;;;;;;
115;20/06/2025;109.75;110.30;15;390;223.75;26/03/2025;;;;;;;;;;;;;;
120;20/06/2025;104.85;105.30;4;1,254;223.75;26/03/2025;;;;;;;;;;;;;;
125;20/06/2025;99.95;100.55;11;437;223.75;26/03/2025;;;;;;;;;;;;;;
130;20/06/2025;95.05;95.45;27;737;223.75;26/03/2025;;;;;;;;;;;;;;
135;20/06/2025;90.05;90.60;10;783;223.75;26/03/2025;;;;;;;;;;;;;;
140;20/06/2025;85.20;85.70;1;875;223.75;26/03/2025;;;;;;;;;;;;;;
145;20/06/2025;80.35;80.85;1;876;223.75;26/03/2025;;;;;;;;;;;;;;
150;20/06/2025;75.45;75.95;63;1,178;223.75;26/03/2025;;;;;;;;;;;;;;
155;20/06/2025;70.60;71.05;1;1,014;223.75;26/03/2025;;;;;;;;;;;;;;
160;20/06/2025;65.75;66.20;2;2,445;223.75;26/03/2025;;;;;;;;;;;;;;
165;20/06/2025;60.85;61.35;3;1,631;223.75;26/03/2025;;;;;;;;;;;;;;
170;20/06/2025;56.15;56.55;7;2,395;223.75;26/03/2025;;;;;;;;;;;;;;
175;20/06/2025;51.45;51.75;6;2,42;223.75;26/03/2025;;;;;;;;;;;;;;
180;20/06/2025;46.80;47.10;14;6,462;223.75;26/03/2025;;;;;;;;;;;;;;
185;20/06/2025;42.20;42.40;3;3,093;223.75;26/03/2025;;;;;;;;;;;;;;
190;20/06/2025;37.70;37.90;7;7,12;223.75;26/03/2025;;;;;;;;;;;;;;
195;20/06/2025;33.30;33.50;8;7,8;223.75;26/03/2025;;;;;;;;;;;;;;
200;20/06/2025;29.10;29.25;167;15,979;223.75;26/03/2025;;;;;;;;;;;;;;
205;20/06/2025;25.10;25.25;84;7,105;223.75;26/03/2025;;;;;;;;;;;;;;
210;20/06/2025;21.25;21.45;94;14,091;223.75;26/03/2025;;;;;;;;;;;;;;
215;20/06/2025;17.70;17.90;143;12,43;223.75;26/03/2025;;;;;;;;;;;;;;
220;20/06/2025;14.50;14.65;791;15,888;223.75;26/03/2025;;;;;;;;;;;;;;
225;20/06/2025;11.55;11.70;1,222;7,387;223.75;26/03/2025;;;;;;;;;;;;;;
230;20/06/2025;9.00;9.10;1,048;16,206;223.75;26/03/2025;;;;;;;;;;;;;;
235;20/06/2025;6.80;6.90;865;21,976;223.75;26/03/2025;;;;;;;;;;;;;;
240;20/06/2025;5.00;5.15;864;20,934;223.75;26/03/2025;;;;;;;;;;;;;;
245;20/06/2025;3.60;3.70;1,719;20,983;223.75;26/03/2025;;;;;;;;;;;;;;
250;20/06/2025;2.56;2.62;7,168;28,941;223.75;26/03/2025;;;;;;;;;;;;;;
255;20/06/2025;1.78;1.83;318;7,384;223.75;26/03/2025;;;;;;;;;;;;;;
260;20/06/2025;1.24;1.28;753;30,86;223.75;26/03/2025;;;;;;;;;;;;;;
265;20/06/2025;0.87;0.90;161;10,835;223.75;26/03/2025;;;;;;;;;;;;;;
270;20/06/2025;0.62;0.64;189;17,356;223.75;26/03/2025;;;;;;;;;;;;;;
275;20/06/2025;0.45;0.47;220;6,895;223.75;26/03/2025;;;;;;;;;;;;;;
280;20/06/2025;0.34;0.36;111;13,054;223.75;26/03/2025;;;;;;;;;;;;;;
285;20/06/2025;0.25;0.28;35;3,521;223.75;26/03/2025;;;;;;;;;;;;;;
290;20/06/2025;0.20;0.21;8;6,429;223.75;26/03/2025;;;;;;;;;;;;;;
295;20/06/2025;0.15;0.17;3;1,598;223.75;26/03/2025;;;;;;;;;;;;;;
300;20/06/2025;0.13;0.14;152;26,838;223.75;26/03/2025;;;;;;;;;;;;;;
310;20/06/2025;0.08;0.09;22;5,744;223.75;26/03/2025;;;;;;;;;;;;;;
320;20/06/2025;0.06;0.07;7;5,82;223.75;26/03/2025;;;;;;;;;;;;;;
330;20/06/2025;0.04;0.05;8;2,709;223.75;26/03/2025;;;;;;;;;;;;;;
340;20/06/2025;0.03;0.05;3;2,754;223.75;26/03/2025;;;;;;;;;;;;;;
350;20/06/2025;0.02;0.03;12;8,605;223.75;26/03/2025;;;;;;;;;;;;;;
360;20/06/2025;0.02;0.03;50;4,755;223.75;26/03/2025;;;;;;;;;;;;;;